id,cart_id,product_id,quantity,created_at
7d3aea7b039f43396fa35927,145120140c0af880,187,3,2024-10-31 04:24:20.725406+00
abe580cece3c3e081ab17f62,145120140c0af880,67,8,2024-10-28 17:42:16.433605+00
911910cc58673cb71453d269,145120140c0af880,123,9,2024-10-18 01:08:01.184697+00
c674695e9a1b54f597c71959,ad7452e42a08e5c0,187,6,2024-10-20 13:50:57.316564+00
94ae731cfba94f20e36b7711,ad7452e42a08e5c0,67,3,2024-10-22 20:43:18.633505+00
6e40271c13ac7e690546d3c4,ad7452e42a08e5c0,123,9,2024-10-12 09:01:55.8001+00
b88e641a8ec9380141b8dc08,0285b5656017271e,187,2,2024-11-03 14:49:07.702996+00
7f55eaf722d249f0c1c190ae,0285b5656017271e,67,4,2024-10-28 13:14:15.555849+00
8d9d0348a28260a65f8fc5a7,0285b5656017271e,123,4,2024-10-26 19:11:19.233188+00
57a21ebbc4d58574a8ca30b2,651a7d95db717997,187,2,2024-10-17 13:39:49.598331+00
b7233adac8d5f903a377481f,651a7d95db717997,67,4,2024-11-05 04:01:17.34438+00
a84b8d4fb1edb9e616eff8f4,651a7d95db717997,123,2,2024-10-19 16:25:26.299065+00
781fefcb2fe466a1e3acfb4f,76cd86aa8d074e2f,187,2,2024-10-25 01:39:57.197792+00
11b36d68d32985a2a70f7e3d,76cd86aa8d074e2f,67,1,2024-11-07 00:50:27.025851+00
86d7625b02b01ed603f48e6f,76cd86aa8d074e2f,123,5,2024-10-18 22:26:17.932766+00
8b03aa4714b9cd507bc72f82,8b927b483d7277f6,187,9,2024-10-27 03:24:41.33118+00
09401b1d614dc6e0356c9739,8b927b483d7277f6,67,8,2024-10-12 06:34:17.9548+00
474cedea1e9ca02dc75f5d86,8b927b483d7277f6,123,6,2024-10-18 10:20:11.787527+00
76fea43d5b4049b92c6e0174,82f1ec2f204d5dfa,187,4,2024-11-06 09:52:08.561938+00
2fa510111fe9f793dde2ba90,82f1ec2f204d5dfa,67,10,2024-11-07 03:01:24.549109+00
1734f614975b4ee4c78dfe69,82f1ec2f204d5dfa,123,5,2024-11-05 07:59:29.33035+00
355224bf8b251f66db21d513,b885c3660635f83f,187,10,2024-10-31 09:07:32.375182+00
25748f33e7df962aff898b72,b885c3660635f83f,67,7,2024-11-01 11:34:53.386674+00
7df5a91b43967ebd34b6653d,b885c3660635f83f,123,8,2024-11-09 10:20:07.697009+00
e3268bd959ce70a7eeffb2a7,1721abc192fd3c9f,187,3,2024-10-23 04:16:31.049458+00
adb38ea3d956f674fcde0d23,1721abc192fd3c9f,67,2,2024-10-14 03:04:17.282513+00
212fa8cf6bd8e1be502cc504,1721abc192fd3c9f,123,1,2024-10-12 05:07:27.236766+00
32908b1740d4464e4ed15366,3a2a1c6d3fb7a010,187,10,2024-10-12 20:20:47.451355+00
4114473f0f80d1af3e165fd3,3a2a1c6d3fb7a010,67,10,2024-10-12 12:24:01.600535+00
1b5a0ec48f67f65faa9318e6,3a2a1c6d3fb7a010,123,5,2024-10-14 23:16:14.045623+00
b73dc67d5f43285140c3eb35,6e6283f6a7722f39,187,7,2024-10-10 16:01:55.426579+00
69077341107031fc7c26968a,6e6283f6a7722f39,67,2,2024-11-06 17:47:42.792466+00
51d534ba20e5b28503561edc,6e6283f6a7722f39,123,7,2024-10-31 22:11:52.079552+00
1ac0137dc05fb30b1aff9870,af5f9be0d31cb418,187,5,2024-10-20 03:53:31.129822+00
d9f1d12a281f50d4e6e7df35,af5f9be0d31cb418,67,4,2024-10-30 04:46:54.616336+00
58f8b1d61a5cc03783a3853b,af5f9be0d31cb418,123,6,2024-10-19 09:43:13.175929+00
e2dc3624853f245a33f6e218,1844ea084d5afba1,187,10,2024-10-21 04:04:57.05333+00
5a0ff3050446caaa460e094b,1844ea084d5afba1,67,8,2024-10-29 00:02:25.443098+00
384552a4cae3a3a15c9085f5,1844ea084d5afba1,123,6,2024-11-03 03:55:22.787014+00
b2b5389d8015338531e0cb37,7d4f88c1730a771e,187,5,2024-10-25 21:33:39.322552+00
288ac50b23521ebc500d6e35,7d4f88c1730a771e,67,8,2024-11-04 02:07:53.013964+00
43d15b8dcfebcf6fec0ea452,7d4f88c1730a771e,123,5,2024-10-15 02:14:48.062753+00
fb53764a73a32e1d1c26f882,fa7b10e910c5d9b0,187,5,2024-10-21 11:36:27.745729+00
ee63fcf4034d75622daab47a,fa7b10e910c5d9b0,67,1,2024-10-16 20:04:48.314299+00
86102664c80ecd5c5338e26f,fa7b10e910c5d9b0,123,1,2024-11-03 20:05:52.125321+00
33e76adbe2869b62f539aa1d,742d768021aea19a,187,5,2024-10-21 13:00:18.877794+00
0461e598517bead27761c305,742d768021aea19a,67,10,2024-11-04 12:59:24.781046+00
d96cb9b786180e23d4908c98,742d768021aea19a,123,5,2024-10-18 18:12:29.44354+00
7ce0e96ab6e7a89e9e06658c,be1e048c15128b82,187,9,2024-11-02 09:06:42.550418+00
708b79642d3aefd4647064cc,be1e048c15128b82,67,1,2024-10-17 02:45:29.018749+00
685139e60e2075b4afce0e73,be1e048c15128b82,123,5,2024-10-10 23:38:49.648009+00
d99ad5ea6c6f46db9fd1cce5,5e3092d69e35513a,187,5,2024-10-15 16:18:22.924913+00
dd9c384bb5ce20bfbe45b1f5,5e3092d69e35513a,67,7,2024-10-21 13:26:47.180894+00
9c2f8d05a2a85a1b911ec2f9,5e3092d69e35513a,123,5,2024-10-21 04:11:28.74896+00
2d19a39f5aa8e7cbe273b67f,e53a5f85c938038e,187,8,2024-10-22 01:07:55.263948+00
789d16065502a87311e1f4a8,e53a5f85c938038e,67,9,2024-10-30 19:45:15.690223+00
2309997179b0edd243c6cf70,e53a5f85c938038e,123,3,2024-11-06 20:14:54.38912+00
55ae49104c10672e0ef5f586,12411895ac5e3efa,187,2,2024-10-12 22:52:08.25847+00
619edfddf3d3e17c0bd446ad,12411895ac5e3efa,67,8,2024-11-07 15:43:29.313026+00
3f232545a4b1e31624ccfac4,12411895ac5e3efa,123,7,2024-10-12 03:27:28.52878+00
aec3b23eb98eb31a8c5348eb,0968d721d2814074,187,8,2024-10-17 01:52:36.922088+00
ef46496c5b993afe9022f4a1,0968d721d2814074,67,2,2024-10-28 20:21:24.11471+00
e0ea1aa8c0ece8b2990dcbb8,0968d721d2814074,123,6,2024-10-10 17:50:34.032099+00
346c522f0efb598642c31c77,19f8106ede0ef792,187,10,2024-11-08 05:04:07.219373+00
cb443faf3757c1460e2f85f7,19f8106ede0ef792,67,3,2024-10-27 06:23:11.94404+00
7c0bbe361c703cd56a5f3e62,19f8106ede0ef792,123,3,2024-10-27 00:34:45.498777+00
20163da43e4602dcf10b8d86,f90acf64182f1357,187,4,2024-11-06 11:17:20.940801+00
03c448272cbe9ee3ac7f85fa,f90acf64182f1357,67,7,2024-10-10 14:42:29.158857+00
8aec28ef4351de00754d66de,f90acf64182f1357,123,6,2024-10-30 09:30:58.117485+00
0030102736992fb31bfdcc02,bae44d037ee7f409,187,3,2024-10-20 18:25:08.646666+00
c79cfce44b874a10179daeaf,bae44d037ee7f409,67,8,2024-10-11 08:12:05.115533+00
f8ce986fedb175e753831c7e,bae44d037ee7f409,123,6,2024-10-25 09:49:30.033181+00
d1d9102b5d67b3b62581837a,d018505a38673983,187,2,2024-11-03 06:08:57.101959+00
7255625852c548c73530215e,d018505a38673983,67,9,2024-10-31 05:18:22.346001+00
5253255e375623315fb0e2d5,d018505a38673983,123,10,2024-10-19 12:54:30.448545+00
111ff4e11a771e4f5aa3d478,a2754f41a7ef808d,187,6,2024-10-12 13:57:39.769288+00
bf4c5016d9e6fecf87ae86c6,a2754f41a7ef808d,67,6,2024-10-10 15:31:00.920582+00
1d33a80a6b9659c95dc7b401,a2754f41a7ef808d,123,9,2024-10-27 03:21:00.443349+00
d01d4c19f18b0257a99f8cca,4299cd49d3a34dd9,187,6,2024-11-03 01:56:03.96948+00
c9e4be288b8e1fa15936d3fc,4299cd49d3a34dd9,67,3,2024-10-12 16:52:20.611532+00
51b2741e0ff8eabcabecb604,4299cd49d3a34dd9,123,1,2024-11-03 00:15:04.482802+00
2de9a7905caaf5127430efb3,d82ce3fb94501518,187,10,2024-10-15 02:26:32.222174+00
1ba0f61853174570091ef7f0,d82ce3fb94501518,67,5,2024-10-20 10:41:40.384008+00
a73ba90700c32ac43e53bde5,d82ce3fb94501518,123,3,2024-11-06 12:29:03.06745+00
90818465856527a3039cb00f,10234861aa18a092,187,10,2024-10-12 22:50:55.222621+00
da68a9ddf5e799e46a4262e1,10234861aa18a092,67,6,2024-10-15 21:28:39.178098+00
f6d7b0ca7e1bd1ccf60b0ca4,10234861aa18a092,123,1,2024-10-24 15:17:39.18933+00
f7839068b05bf5d10c7cbdbd,cc09ac116cef29bb,187,6,2024-10-18 08:02:27.241351+00
eabbd32432dea84426ed82f0,cc09ac116cef29bb,67,7,2024-10-29 13:43:20.744876+00
7b54f689d89fd9d03e44704c,cc09ac116cef29bb,123,2,2024-10-21 22:17:08.651603+00
fbf5118b3704de0312e8ba22,5ffc4250f7d3cccf,187,3,2024-11-03 20:56:44.708273+00
b5f4b6b4475134c2353553b2,5ffc4250f7d3cccf,67,7,2024-10-17 11:53:12.06582+00
1d1cad64ef36c87a22cbb17f,5ffc4250f7d3cccf,123,8,2024-11-01 07:02:04.709716+00
e6fb98f2fcbbf2e28ab63570,47b52774097b7aae,187,8,2024-10-30 10:00:45.074536+00
7925a1ec7d3d74a9b1aa3e77,47b52774097b7aae,67,1,2024-10-20 15:54:07.658941+00
80fb37296ba80823e0b45a05,47b52774097b7aae,123,3,2024-11-02 22:32:07.17707+00
29240fd69c8ccb35b1f38984,8d7d457548098980,187,3,2024-11-07 02:12:17.738112+00
d375e327fd3530de424ae163,8d7d457548098980,67,8,2024-10-14 06:47:05.511329+00
66159334f1300f2db2090462,8d7d457548098980,123,7,2024-11-09 06:08:15.839036+00
f03fa27a6f8b92f1d6bbdbf2,88d32974abfab2db,187,10,2024-10-19 07:02:33.329756+00
f3dd92d8fde027a0c6c30e91,88d32974abfab2db,67,4,2024-10-11 07:51:12.585224+00
c27b4fb76a8ee0136b6c21e6,88d32974abfab2db,123,4,2024-10-28 12:22:20.178436+00
2ddb103862ae7987ad443665,f6082635a7e32282,187,1,2024-11-06 01:59:22.589711+00
fb91abcbe4e21a8c61e42dfb,f6082635a7e32282,67,6,2024-10-31 00:20:45.796614+00
fb7777ee1f8ed0c36b2f87c8,f6082635a7e32282,123,10,2024-10-13 04:38:20.34115+00
769a1e969d41f13530ee2e46,347df9219f6f170c,187,1,2024-10-24 02:11:07.704209+00
15c6db10aa56422d45c99910,347df9219f6f170c,67,8,2024-10-12 23:45:42.214492+00
d23fa2a39c69c3106e52e373,347df9219f6f170c,123,6,2024-11-02 07:31:42.881084+00
ba277bf7dd114e95421852c2,35c88a625bd33708,187,3,2024-10-14 05:04:16.981568+00
b6bb763f4654c1debe704ef4,35c88a625bd33708,67,1,2024-10-25 16:14:10.714226+00
122549f9b1600a97747d17da,35c88a625bd33708,123,2,2024-11-02 21:19:12.777855+00
1b18e606a5dd36db535b04f3,a1ee065de831726a,187,2,2024-10-30 21:05:34.301074+00
a45b70257fe99a27595941e8,a1ee065de831726a,67,7,2024-10-14 17:58:55.2916+00
740e741f5966e4c32d5d7e4c,a1ee065de831726a,123,10,2024-10-25 01:04:02.067752+00
735dd399dfd1020cbfb0c90a,31d75df7eb06d49d,187,1,2024-10-20 08:19:28.456931+00
a91258bc8fffd01d638eec13,31d75df7eb06d49d,67,1,2024-11-02 18:04:12.01944+00
80ce33bcaccae52cb388d809,31d75df7eb06d49d,123,5,2024-10-27 03:27:46.365673+00
9d2954d7698e35a164fd00f7,ffaadc697ac12522,187,2,2024-10-23 09:38:03.198765+00
5934fc04160d00d521ee6e5f,ffaadc697ac12522,67,8,2024-10-21 05:27:14.26257+00
0370ac49b18f65a30b21b4a3,ffaadc697ac12522,123,2,2024-11-06 19:34:43.66704+00
e286fb8f88877744eb1c8d24,82a84b13b706bc5b,187,10,2024-10-23 15:50:50.242613+00
6e4c352937ac457977aaaa69,82a84b13b706bc5b,67,1,2024-10-22 07:17:30.056433+00
6e9a42bbda7d46de5e5c6f5e,82a84b13b706bc5b,123,3,2024-11-07 14:13:16.712961+00
54a3c95f84082b3134de4cc8,c70ccf389b276908,187,5,2024-10-25 01:12:21.383979+00
f513addb01fb4fbeba3738b2,c70ccf389b276908,67,5,2024-11-04 07:38:09.487194+00
d77e216713641c5baf2dc9c4,c70ccf389b276908,123,8,2024-10-21 19:06:04.980826+00
087e65587d3579a01f6d086c,63dea8e6a439ad46,187,2,2024-10-22 03:22:56.27702+00
db259717af296ccde46c1cbb,63dea8e6a439ad46,67,7,2024-10-24 11:39:12.595394+00
82e22d625384a4aa2d37dfac,63dea8e6a439ad46,123,10,2024-10-22 17:02:34.080134+00
6a5af83a1c3d89988286c0ee,db8617a390b798b6,187,3,2024-10-11 22:48:46.124874+00
8d106376c031d68221ef8bef,db8617a390b798b6,67,6,2024-11-07 13:43:25.297527+00
674c9f2429988e9f6d53a604,db8617a390b798b6,123,4,2024-11-04 12:16:54.143278+00
a66b9d81439711f1dac2fbbe,9a3fb4b9aaa18a07,187,7,2024-10-27 03:04:24.594975+00
f09fb456adcdb2caf8b23228,9a3fb4b9aaa18a07,67,8,2024-10-18 11:11:25.201706+00
a9bbb46561220d68f07693cb,9a3fb4b9aaa18a07,123,3,2024-10-27 02:21:15.605578+00
f3ef50b0620110d9a346368a,74c6fc3a30cbb9ba,187,7,2024-11-03 04:27:59.910686+00
78e34a3a3ace82711bd81598,74c6fc3a30cbb9ba,67,10,2024-10-17 13:03:46.045501+00
c90129edf840075a21aef34b,74c6fc3a30cbb9ba,123,10,2024-11-04 14:46:40.903557+00
399e866ec52c2c75db907f83,4d4e8a11ef550abe,187,5,2024-11-05 23:51:26.328148+00
dd48f738255e648e150b1ae6,4d4e8a11ef550abe,67,8,2024-10-29 14:20:58.533443+00
b76bd43e65b76752d4d9ae8b,4d4e8a11ef550abe,123,7,2024-10-11 10:01:30.174287+00
1843186424186e750a0d5f1d,6b9d41e14369b7d2,187,6,2024-10-26 03:38:03.723315+00
c93fceb0a4463fb71c67d047,6b9d41e14369b7d2,67,4,2024-10-18 10:45:07.146082+00
911ef1c8e5855e2a6236dbd3,6b9d41e14369b7d2,123,1,2024-10-30 07:03:26.291587+00
f177a3b3dcd91a6b6d2f2554,5e68ef7a2bcc0e25,187,6,2024-10-15 09:46:49.295265+00
ad71a43e664dffc0978efdfa,5e68ef7a2bcc0e25,67,4,2024-11-01 00:47:19.859761+00
0326ade2a5ec9c1b29520597,5e68ef7a2bcc0e25,123,9,2024-10-20 15:45:56.675458+00
5e6efad855d4d6a0e7de0ccb,c5f77d3e1b7379fb,187,5,2024-10-22 22:34:08.73711+00
46047c0ac0ce07af82690a02,c5f77d3e1b7379fb,67,10,2024-10-30 22:33:05.145296+00
50bdf87afe5263fd0bb94abf,c5f77d3e1b7379fb,123,4,2024-11-05 00:21:36.689842+00
b1a31fc443439a06a2155292,63f5a9dca5fb9ff7,187,3,2024-11-08 19:10:07.679958+00
91f6b05dc486c08b51f34ce1,63f5a9dca5fb9ff7,67,1,2024-10-30 15:46:33.760207+00
0f33a26b9e24b578de9627cb,63f5a9dca5fb9ff7,123,1,2024-11-08 14:43:17.205347+00
eeb40667538bf7c7d148ff8d,9162b8ea7bfda5d3,187,6,2024-10-20 04:05:17.031898+00
7e0e831c4fcce30fe1802b43,9162b8ea7bfda5d3,67,5,2024-11-05 02:13:50.327472+00
05fe57c53935c1459ce6c855,9162b8ea7bfda5d3,123,5,2024-10-19 03:50:24.103394+00
830c57d51f9c2a89a3636fe5,b3eb731d9a0d75d0,187,7,2024-10-10 19:06:11.191848+00
489811b97645892e533ac86d,b3eb731d9a0d75d0,67,7,2024-10-24 20:35:09.174954+00
3cbd7b0cccb1f4c74b00062f,b3eb731d9a0d75d0,123,8,2024-10-19 18:26:40.077114+00
1d1f9982a5bcd014a566d4dc,21f1c715d5d8caf2,187,7,2024-11-08 13:41:19.129945+00
d24abb8c3309712e4608faa9,21f1c715d5d8caf2,67,10,2024-10-20 01:09:27.25462+00
2c9b28906201514d70f7c548,21f1c715d5d8caf2,123,10,2024-10-17 01:42:17.500982+00
ad7e7eba55ed0a8ae20b41c9,4cc6e2506c5f2a3a,187,8,2024-10-24 19:59:59.843535+00
991782c92138ffe50c308eb9,4cc6e2506c5f2a3a,67,10,2024-10-10 14:40:46.92908+00
cb88d46310f8ffda28ee0413,4cc6e2506c5f2a3a,123,3,2024-10-26 10:05:27.425829+00
4c1dc71c8eece0f501fc8642,afc216ee96bb34aa,187,2,2024-10-12 04:25:16.817797+00
a0066342d5125286d14f6266,afc216ee96bb34aa,67,7,2024-10-16 12:54:35.414747+00
efe043f89dbc28a6ea123b8f,afc216ee96bb34aa,123,1,2024-11-01 06:13:02.873451+00
b92e8d2894db68065663c8ca,c24d3f60b4dac2f6,187,7,2024-10-28 03:19:58.619575+00
1506c7c4b5b7fc934fac3294,c24d3f60b4dac2f6,67,9,2024-10-19 00:18:00.453142+00
bdc9ab9c872cc829df1a598c,c24d3f60b4dac2f6,123,4,2024-10-30 03:35:30.008877+00
df5d6b5fba63b8f3b146922f,a3c3f3ea5b7b4c94,187,8,2024-10-25 05:56:23.33043+00
47603eaf18462c40985f1e76,a3c3f3ea5b7b4c94,67,9,2024-11-07 10:16:31.462438+00
2404a016131a8542610ccd6b,a3c3f3ea5b7b4c94,123,9,2024-10-14 05:27:25.344533+00
3a9afadaf9d73ee7b59ef0cc,064967064014a5b6,187,6,2024-10-15 21:35:39.25806+00
d158cc3df8e48ef4bfbf2143,064967064014a5b6,67,4,2024-11-08 23:15:24.617976+00
3daa917c437dd7d8c83f3a51,064967064014a5b6,123,3,2024-10-15 12:57:25.311216+00
046945944ebe0879ed2f4b38,6aeeefcdd3dd60fb,187,7,2024-10-24 02:06:07.465304+00
56983db5ae92a3c9fedcf6b3,6aeeefcdd3dd60fb,67,10,2024-10-26 23:12:25.067435+00
9193deef54c58784c522e7ca,6aeeefcdd3dd60fb,123,8,2024-10-13 18:05:00.056666+00
3ddca4936f009a7afc52c348,f0052091b1f35d14,187,9,2024-10-26 19:00:41.420048+00
c91f6dcf6ab9060e8ea9166b,f0052091b1f35d14,67,9,2024-10-31 10:42:34.113969+00
4baee95439feb50a4668621b,f0052091b1f35d14,123,8,2024-10-21 03:01:51.137955+00
a2c3b1b59ca44c278355a529,40cb27f0c814d043,187,6,2024-10-15 07:23:19.886007+00
a7c152d8101cc0c16e7fdbe8,40cb27f0c814d043,67,7,2024-10-26 08:27:45.507523+00
2f7aa5f88e6efac23cbbc642,40cb27f0c814d043,123,2,2024-10-21 16:54:53.473536+00
7d5a5a54264e307f4ae1e5f8,54c66b52a707da68,187,1,2024-10-16 10:41:58.020584+00
c4e91618592c8d8a830d59f1,54c66b52a707da68,67,3,2024-10-18 22:41:43.552595+00
844fc6ced4b088db374b6926,54c66b52a707da68,123,10,2024-10-13 09:03:39.693816+00
908d23c16092e44da94eada1,e1f467e203fb5ced,187,3,2024-10-14 11:10:47.000506+00
43d4f9c4c5912784f6b62292,e1f467e203fb5ced,67,3,2024-10-17 17:29:53.03026+00
e3009f2e1dce18239d9cbcfe,e1f467e203fb5ced,123,3,2024-11-08 17:43:34.9714+00
481bc935054448ee7aab945f,a4ea50abfe001b96,187,1,2024-10-22 08:12:30.117895+00
55a139982421b2e1fd735f9d,a4ea50abfe001b96,67,1,2024-10-22 03:20:18.959882+00
262ccb7761974a194387cb13,a4ea50abfe001b96,123,9,2024-10-18 16:45:38.627417+00
